Year,Round,Stage,Team_name,Team_id,Opponent_name,Opponent_id,Team_win
2011,1st Round,1,Plymouth,1357,Millwall,58,0.0
2011,1st Round,1,Millwall,58,Plymouth,1357,1.0
2011,1st Round,1,Southampton,41,Torquay,1827,1.0
2011,1st Round,1,Torquay,1827,Southampton,41,0.0
2011,1st Round,1,Oxford United,1338,Cardiff,43,0.0
2011,1st Round,1,Cardiff,43,Oxford United,1338,1.0
2011,1st Round,1,Sheffield Wednesday,74,Blackpool,1356,1.0
2011,1st Round,1,Blackpool,1356,Sheffield Wednesday,74,0.0
2011,1st Round,1,Crystal Palace,52,Crawley Town,1362,1.0
2011,1st Round,1,Crawley Town,1362,Crystal Palace,52,0.0
2011,1st Round,1,Bristol Rovers,1334,Watford,38,1.0
2011,1st Round,1,Watford,38,Bristol Rovers,1334,0.0
2011,1st Round,1,Charlton,1335,Reading,53,1.0
2011,1st Round,1,Reading,53,Charlton,1335,0.0
2011,1st Round,1,Bristol City,56,Swindon Town,1353,0.0
2011,1st Round,1,Swindon Town,1353,Bristol City,56,1.0
2011,1st Round,1,West Ham,48,Aldershot Town,1818,0.0
